Product Name,Brand Name,Price,Rating,Reviews,Review Votes,Sentiments,neg,neu,pos,compound,review_length
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,2,le month use im dead spot right middle screen,0.0,0,0.35,0.65,0.0,-0.6486,45
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,first phone received problem cooperative getting new one got fast phone blown away get price audio amazing htc one opinion complaint original one recieveced nice jbl headphone second one much cheaper headphone doesnt concern phone quite disappointment phone several month still hold highest regard blow htc one water every way cheaper got even steal,1.0,0,0.173,0.695,0.132,-0.4201,349
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,thing awesome battery life great get hour screen time half brightness great speaker beaten price point sure beat old htc one boom sound speaker bought phone case along gig sandisk memory card dollar like watch lot medium beautiful big screen dual front facing speaker sold camera best world enough social medium take real nice shot great phone,3.0,1,0.034,0.551,0.416,0.986,343
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,far good,1.0,1,0.0,0.256,0.744,0.4404,8
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,size perfect average guy large enough typing w thumb small enough use w one handthe phone light doesnt bounce around pant pocketthe battery life good lite user cell data mostly typically get daysthe case design allows secure fit soft shell exposing forward facing speaker make sure get shell might survive dropthe downside sd card tray sim card take transfer large file sometimes take try get card aligned inserting,2.0,1,0.053,0.767,0.179,0.8658,415
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,alcatel onetouch idol certainly done right time phone cant compete top flagship phone today price cant really complain phone nicely designed almost thin iphone phone beautiful display loud speaker compete flagship phone today thats difference end slower snapdragon cpu gig memory removable battery nfc wirelessquick charge one design quirk dont like placement power volume rocker phone power button right volume rocker left opposite mention power button high phone phone look nice well protected definitely get case software lollipop rather flagship offer although cant complain almost stock android experience work fine definitely need micro sd card want put movie mp gig free without medium file stored internally hope alcatel offer software update like flagship phone doesshould get phone yes would wait alcatel phone go sale brought mine le pro beautiful p display nice stereo speaker fm tuner band lte tmobile phone nice nice thin design maintaining mah batterycons placement power volume rocker slower snapdragon cpu gig memory nfc wireless quick charging android rather,1.0,1,0.091,0.655,0.254,0.9864,1076
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,korea kt g data speed good,0.0,1,0.0,0.58,0.42,0.4404,26
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,well love phone wish one would come battery case maybe one wireless charging seems like brainer phablets,1.0,1,0.0,0.531,0.469,0.8885,104
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,working fine totally surprise never thought kind performance issue low light picture,3.0,0,0.286,0.469,0.246,-0.1737,84
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,u waiting ether moto g,2.0,0,0.0,1.0,0.0,0.0,22
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,coming nexus definitely good upgrade screen amazing best screen ive seen phone vibrant bright even bright sunlight really hope next version ram better camera current camera good nothing write home definitely better nexus moto g fair compare flagship phone speaker ridiculously good stereo come jbl headset way better standard headset get day youre lucky get one screen size great next model definitely quick charge bigger battery even though current one last almost hour mediumhigh use brightness includes watching video listening music lot reading article every hour sd card huge advantage seriously phone winner also important part pretty much stock android really star show would recommend anyone interested good phone,5.0,1,0.025,0.48,0.494,0.997,721
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,excelent cell good price,0.0,1,0.0,0.508,0.492,0.4404,24
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,like phone weight speaker one best available price ranger,0.0,1,0.0,0.511,0.489,0.7717,57
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,great phone price nice big inch full hd displaynearly stock android dual front speaker plus,0.0,1,0.0,0.653,0.347,0.7845,91
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,good price good phone,0.0,1,0.0,0.256,0.744,0.7003,21
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,plusesprice cant believe much phone moneydisplay p amoled really pretty sound stereo speaker rock easily best sound ive ever heard phone loud enough large party great home listeningcamera mp camera take good picture low light excellent price niceexpandable memory double slot sim micro sd card even moto x didnt thatbattery make whole day moderately heavy use kill try hard enough usually half charge left long dayminuses appears way stop full battery notification bed night annoying notified full battery amspeed adequate lag multiple application open mildly irritating might deal breaker power user,0.0,1,0.157,0.628,0.215,0.8357,600
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,luv luv luv phone,0.0,0,0.0,1.0,0.0,0.0,17
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,using att go phone simoperates marshmellow enough phone boonies get reception,1.0,0,0.0,1.0,0.0,0.0,77
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,screen bright sharp colorful super amoled screen speaker loud clear compared others processor lag overloaded task dont mind fingerprint sensor mid range phone camera pretty good prefer polished aluminum design plastic phone beautiful good durability opinion properly cased screen protected coarse survived many drop kiddos user interface almost stock android easy navigate perfect starter phone younger adolescentolder adult daily user go,2.0,1,0.052,0.55,0.399,0.9839,438
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,great phone great price shopped around budgetpriced phone date spec spent day decided phone le willing spend still everything needed concern purchase thought battery life would issue coming phone mah battery blu studio energy go setting turn battery saver immediately taking phone charger way get hour fairly active use calling texting streaming video listening audio put charger ready next day mah battery last like mah one battery saver mode phone super fast octacore processor even running battery saver cant really tell difference performance limiting background process drain juice phone phone ship android quickly upgrade newer android marshmallow software upon initial bootup also phone mp selfie camera mp standard many phone ice front camera decent mp par samsung nice display beautiful video right size build quality impressive good sound jbl twin speaker actually hear call quality seems good im cricket speakerphone come loud clear even come nfc builtin thats important overall star phone star price point highest recommendation,2.0,1,0.02,0.756,0.224,0.9886,1040
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,phone came perfect condition fast shipping game changer best phone price spec screen bateryjust one thign lag original android update purchased marshmallow voila u awesome flashkiller,0.0,1,0.065,0.545,0.39,0.9169,183
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,2,got today installed apps tested outproscheapstylishsound qualityvideosconsnot fast thought would beterrible micrecordingterrible popular apps snapchatinstagramcamera quality go significantly zoom inonce awhile stop detecting sim cardi using phone since june going back flagship phonelearned lesson,3.0,1,0.059,0.829,0.112,0.25,297
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,start saying buy majority electronics phone amazon im lazy research best possible price said literally stumbled upon idol preorder page said heck could lose well last week received stunned got phone spec may jaw dropping way put together amazing signal reception great camera great app load time great overall go wrong giving alcatel try one sure make budget phone opinion far budget phone weekly rotation phone use one daily driver week,5.0,1,0.101,0.601,0.298,0.9643,437
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,2,pro well built speaker better expected jbl earbuds came phone great charger quickly camera good poor great good testing repost soon little lag every user different text make call email picture kid game every user experience vary lag price price better oneplus one experience leap bound bright notification light light screen really really bright hand brightest screen ever used example iphone plus nokia note lg g phone price lol purchase phone see experience remember always send back satisfied thats beauty purchasing amazonwill come back one two week see rating star stay changesupdate okay lte speed att great least areacamera would compare nexus nexus slightly betterlag yes lot apps running bad mid range phonescreen good though kill battery life pretty quick brightnessbattery life lasting day half moderate use social medium texting email call build quality doesnt worry much right creek definitely worthy backup flagship noupdatebattery life kept getting worse turned location gps sync apps background standby time kept taking hit biggest culprit screen self one full charge would last hour even whole dayand proximity sensor stopped working glad happened return period,3.0,1,0.085,0.615,0.299,0.9938,1178
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,2,think defective got one defective onesvery slowbad signalscreen color look fadedbluetooth week signalnot always switch landscape portraitthe good one speakersand battery lifeyou cant exchange send back get ur money back case new one cost,1.0,0,0.146,0.781,0.073,-0.4404,237
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,update december th downgrade rating star month usage phone noticeably showing wear tear cheap phone illusion phone would masterfully constructed price point point feel phone creak bent little bit see screen cover glue come one edge top camera failed recently im process submitting warranty claim go well better ill consider bumping star rating back starsoriginal review follows thing still true really love phone got right bad constructed betterhere thing make want phone camera app alcatel seems made camera app use android stock app want could install app store app feel like superior android one virtually hunting focus take photo immediately press shutter button feel like give camera distinctly apple iphone feel pleasantly surprised google camera app function smoothly glad alternative alcatel others commented actual camera photo quality tested honestly use im glad app function fast phone pretty much stock android put google launcher phone experience almost exactly old nexus preloaded apps easily remove one cant remove system apps like android gallery mix application music player ignored application choicewith said review done good job describing phone pro con wanted add reason cant give awesome price still drawback many thing great got many feature totally right using day begin notice area cut corner get price thing mentioned review already said amazing much price havent quite hidden reason might want expensive phone opinion youre already market spending much instead buying something much expensive say definitely buy try,1.0,1,0.061,0.721,0.218,0.9904,1542
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,nice smartphone,1.0,1,0.0,0.263,0.737,0.4215,15
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,phone pretty good wanted buy unlocked phone use gsm carrier feel made right choice coming iphone plus tell little slower browsing web rest fine also love extend memory sd card also happy lte im paying month unl talk n text gb lte cant beat,2.0,1,0.0,0.679,0.321,0.9477,239
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,moved note ii tmobile idol got tired carrying around phone extra weight size due stylus never used got original preorder price decided give try phone little week would like run thought like screen clear bright dont find missing amoled note ii screen visible direct sunlight way better note ii wife g mind left side power button im left handed take getting used regarding aware phone double tap wakesleep function however found inconsistent wife g much consistent would say work time wake sleep much consistent sent email alcatel claim aware issue plan addressing update light easy use medium sized guy hand case selection somewhat limited work well tmobile get lte note ii issue wifi bluetooth gps miss stock tmobile voicemail app play store one buggy camera quick focus take pretty good photo video good well consider good one note ii liked camera like cluttered bloat wear tmobile branded phone loaded kind apps could remove think lends phone efficient use resource battery life good far get day bit apprehensive lack replaceable battery always like idea able replaceswap mine note ii update lowest setting volume notification way loud plenty apps boost volume find good one work around get ish hour screen time many reviewer state usually get battery left heavy gamer email reading web page texting smattering clash clan,3.0,1,0.05,0.715,0.235,0.9922,1323
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,saygreat phone loud speaker good camera stock google lollipopgreat battery lifebright screen processor barely show budget priceif want phone best option ya best around phone price,1.0,1,0.0,0.636,0.364,0.9118,179
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,great phone came couple dead pixel right center screen ive never run dead pixel phone returned waiting another,1.0,0,0.31,0.542,0.148,-0.6705,110
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,phone great phone never seems problem conformable hand freeze time couple second software update,1.0,1,0.0,0.482,0.518,0.8676,96
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,quite fantastic phone reasonable price,0.0,1,0.0,0.507,0.493,0.5984,38
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,phone ok best amount lag build android pretty bad security patch hadnt released since june luckily needed last month could replace sadly even requirement took right spill halloween screen cracked much making play phone son,0.0,1,0.166,0.496,0.338,0.8402,222
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,nice feature,0.0,1,0.0,0.263,0.737,0.4215,12
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,good,0.0,1,0.0,0.0,1.0,0.4404,4
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,purchased phone recently amazon paid listed might think would delighted got good deal right wrong extremely disappointed phone despite previous research finding many good review iti lgc special bell whistle though pretty much everything really need almost two year got couple glitch cant resolved thought would upgrade another brand larger size mistakethis alcatel take second start fully lg take take adequate photo lg take great pic battery run almost hour little usage power save plus havent even talked phone yet lg run hour longer occasionally talk alcatel take hour fully charge lg take hour thats charging power make low buzzing sound every second way stop itin addtion open photo messaging despite confirming setting correct tried everything possible called alcatel actually told messaging built phone best cant receive mm lg always opened photo via builtin messaging long mobile data enabled alcatel rep told use another messaging app order open photo unacceptableand sound notification upon receipt text message worked appropriate setting im novice simply workalso emojis available keypad youre using instagram huhive doubt multiple problem phone ive never even encountered yet two week ive used quite enough problemsand worstin past couple day alcatel get hot charging lg never get hot charging even slightest heating issue alone going send back fear potentially dangerous phone simply get hot chargingeveryone opinion make decision would recommend phone anyone appalled phone even worth listed ridiculous price,0.0,1,0.116,0.758,0.127,0.6027,1522
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,screen scratch resistantused month already screen got numerous scratch,0.0,0,0.0,1.0,0.0,0.0,70
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,ok best worst,0.0,1,0.39,0.0,0.61,0.3182,13
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,2,freeze often load apps slowly,0.0,1,0.0,0.769,0.231,0.0516,29
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,amazing phone price two kid want phone leave house also huge gamers allowed phone keep screen beautiful sound incredible daughter music lover shes always streaming music hear house turned door closed love phone offer everything high end phone fraction price husband actually thinking getting rid current phone get one he phone nerd come phone wall plug cable nice jbl headphone sound amazing case screen protector hard find phone nice last phone couldnt find anything would recommend phone anyone looking great device low cost shipping fast packaged nice,0.0,1,0.059,0.612,0.328,0.9864,554
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,wouldnt recommend phone poor battery life compatible ultra mobile lot glitch known better gon na stick nexus fast reliable dont waste moneyon phone,2.0,1,0.073,0.658,0.269,0.6884,147
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,good phone though thing improvethe dual frontfacing stereo speaker super awesome hard find phone display amazing wellmy idol extremely good playing video love watching movie trailer youtube video itmy standard choosing smartphones least gb ram cpu really doesnt matter p higher display resolution display larger inch dual frontal stereo speaker good product quality least mah bettary expandable storage gb storage reasonable price quick charger availablewhat dont like idol jbl earbuds deep inear type dont like feel uncomfortable put anything deep inside ear know deep inear headphone popular right really dont like big issue since earbuds apple motorola usually use akg sony headband listen music lag sometimes using phone big problem except playing music really bother hope software issue didnt problem moto x genconsidering price idol really good choice,1.0,1,0.12,0.636,0.244,0.9731,857
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,get phone careful iti purchased phone right came u preordering amazon overall found great deal screen battery life great processor snappy camera good price rangeunfortunately month pulled alcatel idol pocket screen cracked struck anything see photo crack come edge physical damage called alcatel told warranty cover physical damage cracked screen count physical damage matter whatmaybe phone defective alcatel simply didnt want cover warranty otherwise got ta say buy phone plan gentle mine protective casei ended moto g isnt quite good alcatel idol far screen go use phone slightly better liable break alcatel wont cover worth dollar riskagain hopefully others phone defective,43.0,1,0.159,0.633,0.208,0.7445,677
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,awesome,0.0,1,0.0,0.0,1.0,0.6249,7
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,touch screen stopped responding bottom inch screen suck navigation button phone almost bran new never dropped tried factory reset luck phone useless day,1.0,0,0.257,0.642,0.101,-0.5574,152
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,excelent,0.0,0,0.0,1.0,0.0,0.0,8
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,great phone week complaint working great whatever throw like lot far,0.0,1,0.111,0.352,0.538,0.8591,68
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,great phone worth every pennyupdateafter phone six month stopped working randomly one day tried plugging charger thing would power cycle continuously reached alcatel via e mail availi decided send one last e mail threatening report better business bureau magically received e mail response different people huhlong story short paid ship phone back get fixed turn couldnt new one costit took bit made right end,1.0,1,0.075,0.779,0.146,0.6124,409
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,good paper bad software bad support buy smart phone value listening musicinitially google voice work bluetooth music stutter headphone music hiccup occasionallysupport phone substandard ask ship phone wait refurb repaired phone week,2.0,1,0.201,0.559,0.239,0.1779,232
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,great phone excellent relationship qualityprice,1.0,1,0.0,0.278,0.722,0.8316,47
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,love best budget phone around,1.0,1,0.0,0.263,0.737,0.8555,29
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,awesome phone great phone,1.0,1,0.0,0.196,0.804,0.8481,25
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,perfect box like little device ejects sim card great camera best offer android phone,2.0,1,0.0,0.408,0.592,0.9382,84
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,item received good shape fake earpod provided inside box keep mind,3.0,0,0.207,0.6,0.193,-0.0516,66
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,let first list best thing phone excellent speaker superb screen joy watch music video movie phone lot value money thin really good looking phonethe badnot good point way slippery without gorilla glass sure screen would shattered regular use ended buying wallet case bulky phone best processing power face occasional lag especially marshmallow update wouldnt mentioned negative point considering phone price point blu phone cost le phone phone much fasterin short looking phone good stereo speaker nice display dont mind putting screen protector bulky case phone would good fit looking use phone without protective case may right phone since pretty sure phone screen break regular use,4.0,1,0.066,0.608,0.326,0.99,683
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,ive phone couple day wanted something bigger screen without spend eight nine hundred buck would cost stay iphone family overall cost phone gb microsd card cost iphone plusgetting phone set mostly simplei checked installed android system update charging phone put microsd sim card sim card kind pain since adapter necessary discovered adapter ordered include thin strip tape make sure sim card doesnt fall mentioned anywhere package went smoothlythe part like far expandable storagememory may replace gb card gb card point itll enough im happy longer limited phone builtin storage large screen full hd x resolution text readable even normal setting there plenty room whatever im looking image generally look sharp smooth without jagginess double tap feature double tap wake phone double tap put sleep convenientespecially given phone reversible feature caveat work lock screen instance power button used put phone back sleep reversible feature im surprised phone dont feature enabled display orient way holding phone earpiece microphone switch well phone always right side even holding upside battery life far battery life seems good phone charge little bit time transferred photo computer time unplugged usb cable otherwise battery currently since first full charge two night ago sweep feature whatever called enables close open apps convenient phone light despite significantly larger old iphone display phone bigger iphone case idol lighter iphone dont think huge difference definitely enough notice stereo speaker speaker sound goodand sound good whether phone facing even simple case bought unlocked phone upgradable marshmallow carrier offer idol there indication marshmallow upgrade available anytime soon otherwise would gone themthere couple thing im keen moment placement button though opposite side power volume button placed level already taken several inadvertent screenshots trying put phone sleep lock screen camera may matter getting used camera appear live quality display color seem bit washed especially front camera also front camera offer automatic exposure whereas back camera offer full manual update manual mode useless adjust iso shutter speed focus youll get black imageyup picture whatsoever automatic exposure mode work addition panoramic mode poor job end jagged edge least probably even section image stitched together properly event best lighting condition image noisy blockiness apparent plenty chroma noise already phone take decent photo youll want hang onto either use real camera use pin unlock phone android requires press check key number huge deal io unlocks phone soon youve pressed last digit sometimes forget phone go back sleep unlike iphone phone doesnt read sim card rather lengthy splash screen animation finished whereas iphone show name carrier signal strength soon youve unlocked phone idol show sim card sim card carrier name carrier appears always give pause particularly since nano sim use adapter also unlike iphone display show name carrier timebut easily verified quick setting panel mean know carrier like know telephony function phone working properlyas quality phone call havent used long enough first call made sounded okay point would probably give iphone slight edge sound qualityi havent tried earbuds yet rarely use phone listen music isnt much concern mea note packaging theyve hidden lid covering compartment box contain usb cable charger earbuds tool used open card holder easy miss already used one came sim card adapter bought time phone finally noticed thereapart hiccup go getting used new o liking idol far light phone great display good sound good battery life didnt spend exorbitant amount money get,4.0,1,0.034,0.866,0.1,0.9891,3671
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,phone came time package damaged whatsoever phone remarkable design elegant hardware manage overcome everything phone offer android marshmallow running smooth flagship screen bright pretty color stand hd display prof amazingunder amazing smartphone one would expect cost least problem yet using week phone performs well star,2.0,1,0.047,0.588,0.365,0.9549,323
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,4,phone good updated android soon activated carrier downside camera kinda crappy,1.0,0,0.327,0.494,0.179,-0.3415,78
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,awesome phone better expected great screen great speaker headphone,1.0,1,0.0,0.248,0.752,0.9451,66
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,say spend plus phone would always worry dropping leaving somewhere spilling coffee etc buck got beautiful bright high quality screen good stereo speaker great build qualitya reversible displaya decent camera great battery life android expandable memory mean talking buck logic listening speaker back side phone right mind would even consider saying anything negative spending buck phone phone market le half price still hard believe got buck watching video stereo speaker main feature set phone apart rest phone market best purchase every made,15.0,1,0.078,0.708,0.214,0.9442,543
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,great phone price alcatel surprised,1.0,1,0.0,0.333,0.667,0.7184,35
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,phone one week amazing please understand first smart phone ive studying year could accept usual contract fee ugh im glad waited great price fabulous gsm service allowed walk att store get free sim card month unlimited text talk gb data plenty added gb sd card phone gb storage despite said processor never bogged thing call poor man iphone screen bright dollar phone id recommend,8.0,1,0.067,0.588,0.346,0.9741,379
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,love new phone camera great,2.0,1,0.0,0.265,0.735,0.8519,27
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,bought phone wife love,2.0,1,0.0,0.417,0.583,0.6369,22
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,couple week problem one day stop working wont even let get homepage return back b,0.0,0,0.29,0.71,0.0,-0.5994,81
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,read review notice people purchased phone first flush onetouch idol amazing phone beautiful phone internal component firstrate never better speed tmobile network seems like great phone price beat gethowever one star review reason phone one dramatic flaw noticeable month ownership flaw render phone unusable keep price alcatel use gorilla glass big beautiful screen probably kept price phone low alone reason look elsewhere next phone take small drop accidentally sitting phone crack glass doesnt crack shatters like window panethe glass shatter even phone hard case happened twice two different phone sadly known issue alcatel replace phone even warranty,27.0,1,0.127,0.701,0.173,0.8589,655
